Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,,
134,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,K3PO4,2.5,THF,6.66,10124.35,,
135,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,K3PO4,2.5,THF,33.02,42027.54,,
136,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,K3PO4,2.5,THF,50.06,183695.99,,
137,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,K3PO4,2.5,THF,2.68,7336.68,,
138,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,K3PO4,2.5,THF,55.85,204776.24,,
139,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,K3PO4,2.5,THF,47.94,57820.99,,
140,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,K3PO4,2.5,THF,9.37,24803.31,,
141,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,K3PO4,2.5,THF,52.33,62079.68,,
142,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,K3PO4,2.5,THF,20.18,11350.12,,
143,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,K3PO4,2.5,THF,4.25,2472.09,,
144,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,K3PO4,2.5,THF,7.98,22295.72,,
145,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,KOH,2.5,THF,48.56,54417.42,,
146,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,KOH,2.5,THF,7.77,10113.48,,
147,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,KOH,2.5,THF,42.73,48015.66,,
148,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,KOH,2.5,THF,55.08,203826.36,,
149,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,KOH,2.5,THF,3.03,6519.41,,
150,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,KOH,2.5,THF,62.33,190660.18,,
151,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,KOH,2.5,THF,73.31,75482.94,,
152,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,KOH,2.5,THF,12.30,21790.38,,
153,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,KOH,2.5,THF,72.00,66944.06,,
154,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,KOH,2.5,THF,26.14,20002.93,,
155,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,KOH,2.5,THF,4.54,655.51,,
156,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,KOH,2.5,THF,17.83,49843.33,,
157,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,LiOtBu,2.5,THF,66.16,70107.76,,
158,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,LiOtBu,2.5,THF,9.92,10341.30,,
159,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,LiOtBu,2.5,THF,58.51,56193.51,,
160,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,LiOtBu,2.5,THF,78.15,209458.82,,
161,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,LiOtBu,2.5,THF,5.12,7813.62,,
162,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,LiOtBu,2.5,THF,62.02,151551.59,,
163,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,LiOtBu,2.5,THF,85.95,81248.64,,
164,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,LiOtBu,2.5,THF,13.91,24225.32,,
165,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,LiOtBu,2.5,THF,85.21,76725.20,,
166,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,LiOtBu,2.5,THF,26.83,8388.39,,
167,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,LiOtBu,2.5,THF,0.00,0.00,,
168,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,THF,35.37,83297.45,,
169,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,Et3N,2.5,THF,68.72,72856.09,,
170,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,Et3N,2.5,THF,10.16,13324.94,,
171,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,Et3N,2.5,THF,48.80,48965.85,,
172,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,Et3N,2.5,THF,82.65,240353.84,,
173,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,Et3N,2.5,THF,5.97,10295.61,,
174,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,Et3N,2.5,THF,80.74,244764.62,,
175,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,Et3N,2.5,THF,87.82,90083.17,,
176,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,Et3N,2.5,THF,13.56,29227.75,,
177,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,Et3N,2.5,THF,88.93,84613.03,,
178,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,Et3N,2.5,THF,21.65,9602.58,,
179,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,Et3N,2.5,THF,3.64,596.00,,
180,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,Et3N,2.5,THF,14.67,43513.75,,
181,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,None,2.5,THF,67.57,71020.34,,
182,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,None,2.5,THF,9.44,13470.54,,
183,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,None,2.5,THF,64.56,71647.53,,
184,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,None,2.5,THF,73.97,250627.03,,
185,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,None,2.5,THF,4.81,9423.82,,
186,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,None,2.5,THF,83.62,253988.60,,
187,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,None,2.5,THF,89.17,94300.41,,
188,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,None,2.5,THF,10.97,27643.82,,
189,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,None,2.5,THF,91.35,91692.70,,
190,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,None,2.5,THF,21.87,19546.31,,
191,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,None,2.5,THF,4.57,2953.41,,
192,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,None,2.5,THF,11.53,39514.18,,
193,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaOH,2.5,DMF,17.33,24718.36,,
194,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaOH,2.5,DMF,6.27,7528.30,,
195,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaOH,2.5,DMF,5.34,8328.13,,
196,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaOH,2.5,DMF,12.74,54270.16,,
197,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaOH,2.5,DMF,5.37,8183.34,,
198,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaOH,2.5,DMF,8.60,26348.41,,
199,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaOH,2.5,DMF,77.85,87857.73,,
200,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaOH,2.5,DMF,10.03,19606.22,,
201,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaOH,2.5,DMF,88.28,97337.82,,
202,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaOH,2.5,DMF,13.87,6359.04,,
203,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaOH,2.5,DMF,4.80,655.62,,
204,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,NaOH,2.5,DMF,8.31,31065.07,,
205,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaHCO3,2.5,DMF,3.50,6295.17,,
206,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaHCO3,2.5,DMF,6.84,8214.46,,
207,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaHCO3,2.5,DMF,2.54,4152.30,,
208,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaHCO3,2.5,DMF,10.59,45881.40,,
209,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaHCO3,2.5,DMF,1.19,2340.68,,
210,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaHCO3,2.5,DMF,7.85,29570.86,,
211,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaHCO3,2.5,DMF,42.13,50255.85,,
212,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaHCO3,2.5,DMF,6.81,5739.18,,
213,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaHCO3,2.5,DMF,37.01,44467.92,,
214,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaHCO3,2.5,DMF,16.24,12564.87,,
215,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaHCO3,2.5,DMF,0.00,0.00,,
216,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,DMF,5.30,5458.02,,
217,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,CsF,2.5,DMF,1.22,2309.15,,
218,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,CsF,2.5,DMF,6.24,7540.01,,
219,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,CsF,2.5,DMF,4.25,7006.69,,
220,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,CsF,2.5,DMF,42.54,139599.50,,
221,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,CsF,2.5,DMF,1.05,1868.34,,
222,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,CsF,2.5,DMF,12.89,41438.09,,
223,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,CsF,2.5,DMF,63.88,64457.05,,
224,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,CsF,2.5,DMF,8.67,13095.47,,
225,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,CsF,2.5,DMF,60.88,67185.26,,
226,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,CsF,2.5,DMF,8.67,13095.47,,
227,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,CsF,2.5,DMF,5.15,331.92,,
228,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,CsF,2.5,DMF,18.73,11222.71,,
229,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,K3PO4,2.5,DMF,3.69,6501.01,,
230,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,K3PO4,2.5,DMF,5.30,5242.61,,
231,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,K3PO4,2.5,DMF,5.08,8859.68,,
232,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,K3PO4,2.5,DMF,6.97,6565.96,,
233,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,K3PO4,2.5,DMF,0.99,1416.17,,
234,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,K3PO4,2.5,DMF,11.91,51295.45,,
235,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,K3PO4,2.5,DMF,39.83,46718.44,,
236,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,K3PO4,2.5,DMF,7.58,21645.89,,
237,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,K3PO4,2.5,DMF,39.49,46691.67,,
238,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,K3PO4,2.5,DMF,9.03,12991.63,,
239,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,K3PO4,2.5,DMF,0.00,0.00,,
240,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,K3PO4,2.5,DMF,14.08,2959.43,,
241,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,KOH,2.5,DMF,13.55,19818.35,,
242,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,KOH,2.5,DMF,4.36,3723.81,,
243,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,KOH,2.5,DMF,3.30,5789.42,,
244,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,KOH,2.5,DMF,7.47,7020.31,,
245,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,KOH,2.5,DMF,3.54,6230.07,,
246,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,KOH,2.5,DMF,10.67,44994.31,,
247,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,KOH,2.5,DMF,62.77,68293.30,,
248,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,KOH,2.5,DMF,8.83,23602.66,,
249,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,KOH,2.5,DMF,79.14,78869.83,,
250,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,KOH,2.5,DMF,10.07,19256.08,,
251,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,KOH,2.5,DMF,4.46,571.84,,
252,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,KOH,2.5,DMF,15.88,5760.54,,
253,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,LiOtBu,2.5,DMF,23.07,30709.08,,
254,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,LiOtBu,2.5,DMF,7.07,20762.60,,
255,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,LiOtBu,2.5,DMF,4.12,6526.23,,
256,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,LiOtBu,2.5,DMF,6.71,8015.99,,
257,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,LiOtBu,2.5,DMF,2.67,4236.39,,
258,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,LiOtBu,2.5,DMF,6.27,19317.04,,
259,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,LiOtBu,2.5,DMF,71.54,81731.55,,
260,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,LiOtBu,2.5,DMF,10.01,24128.48,,
261,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,LiOtBu,2.5,DMF,61.47,60868.66,,
262,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,LiOtBu,2.5,DMF,9.54,16883.80,,
263,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,LiOtBu,2.5,DMF,0.00,0.00,,
264,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,DMF,15.89,3317.87,,
265,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,Et3N,2.5,DMF,17.90,23048.48,,
266,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,Et3N,2.5,DMF,4.61,9397.23,,
267,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,Et3N,2.5,DMF,4.60,7168.32,,
268,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,Et3N,2.5,DMF,7.56,5533.40,,
269,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,Et3N,2.5,DMF,2.56,3714.79,,
